Name,ShallowSize,ShallowSizePercent,RetainedSize,RetainedSizePercent
table[0],6,0.0007199363576259859,272987,32.75554440987417
elem[0],885,0.10619061274983292,272981,32.75482447351654
data[0],133738,16.047141432697348,133738,16.047141432697348
"export ""canister_query icydb_snapshot""",33,0.003959649966942922,92724,11.125896470751986
code[2238],9,0.0010799045364389788,92691,11.121936820785043
code[17],4130,0.4955561928325536,92682,11.120856916248604
code[0],24286,2.9140623968841153,87064,10.446756506724805
"export ""canister_query icydb_metrics""",32,0.003839660574005258,85595,10.270492088499376
code[2237],9,0.0010799045364389788,85563,10.266652427925372
code[3],14282,1.7136885099357217,85554,10.265572523388933
code[129],1182,0.14182746245231923,72153,8.657594668631292
code[1],20561,2.467101908191316,68738,8.24783089174917
code[2],16005,1.9204302339673174,34825,4.17863060905416
code[147],1005,0.12058933990235263,30020,3.6020815759886826
code[63],1894,0.2272599102239362,17371,2.0843357447201667
"export ""get_candid_pointer""",22,0.002639766644628615,16774,2.0127020771363813
code[2240],9,0.0010799045364389788,16752,2.0100623104917523
code[40],2815,0.337770141119525,16743,2.0089824059553134
code[4],12054,1.4463521424706056,16036,1.9241499051483848
code[123],1210,0.1451871654545738,15795,1.895232461450408
code[1351],70,0.008399257505636502,15289,1.8345178286239499
code[113],1241,0.14890683663564142,15219,1.8261185711183132
code[27],3396,0.407483978416308,14264,1.7115287008628437
code[5],8626,1.0350285034802924,12698,1.5236253115224614
code[73],1715,0.20578180888809428,12368,1.484028811853032
code[99],1418,0.17014495918560799,10378,1.2452499199070801
code[16],3851,0.46207915220294526,9683,1.1618572918154035
code[880],134,0.016078578653647015,8882,1.0657457880723344
code[36],2885,0.3461693986251615,8609,1.0329886838003521
code[914],118,0.014158748366644387,8415,1.0097107415704452
code[23],3693,0.4431208281187943,8297,0.9955519932038007
code[343],428,0.051355460177320324,8163,0.9794734145501537
code[9],4803,0.5763090542796017,7735,0.9281179543728334
code[6],5518,0.6621014702300316,7368,0.8840818471647107
code[71],1825,0.21898064211123736,6598,0.791690014602709
code[20],3955,0.47455804906846233,6275,0.7529334406838436
code[324],448,0.05375524803607361,6242,0.7489737907169006
code[13],4429,0.5314330213209153,6216,0.7458540665005213
code[70],1774,0.2128611830714165,6026,0.7230560818423651
code[841],149,0.017878419547711983,5806,0.696658415396079
