module	file	loc	match_count	match_arms_total	avg_match_arms	if_count	if_chain_count	max_branch_depth	fanout	branch_sites_total
db::executor::stream	crates/icydb-core/src/db/executor/stream/mod.rs	6	0	0	0.00	0	0	0	0	0
db::executor::terminal::bytes	crates/icydb-core/src/db/executor/terminal/bytes.rs	148	2	5	2.50	1	1	2	2	3
db::executor::terminal	crates/icydb-core/src/db/executor/terminal/mod.rs	66	0	0	0.00	3	3	2	1	3
db::executor::terminal::page	crates/icydb-core/src/db/executor/terminal/page.rs	131	0	0	0.00	3	2	1	1	2
db::executor::terminal::ranking::by_slot	crates/icydb-core/src/db/executor/terminal/ranking/by_slot.rs	135	0	0	0.00	0	0	0	1	0
db::executor::terminal::ranking::materialized	crates/icydb-core/src/db/executor/terminal/ranking/materialized/mod.rs	111	1	2	2.00	2	2	1	1	3
db::executor::terminal::ranking::materialized::projections	crates/icydb-core/src/db/executor/terminal/ranking/materialized/projections.rs	139	0	0	0.00	0	0	0	1	0
db::executor::terminal::ranking	crates/icydb-core/src/db/executor/terminal/ranking/mod.rs	7	0	0	0.00	0	0	0	0	0
db::executor::terminal::ranking::take	crates/icydb-core/src/db/executor/terminal/ranking/take.rs	40	0	0	0.00	1	1	1	1	1
db::executor::traversal	crates/icydb-core/src/db/executor/traversal.rs	62	1	0	0.00	2	2	1	1	3
db::executor::util	crates/icydb-core/src/db/executor/util.rs	31	0	0	0.00	1	1	1	0	1
db::executor::window	crates/icydb-core/src/db/executor/window.rs	178	0	0	0.00	2	2	1	1	2
db::identity	crates/icydb-core/src/db/identity/mod.rs	331	0	0	0.00	15	15	1	1	15
db::index::entry	crates/icydb-core/src/db/index/entry.rs	374	1	0	0.00	9	9	1	2	10
db::index::envelope	crates/icydb-core/src/db/index/envelope.rs	87	2	6	3.00	0	0	1	0	2
db::index::key::build	crates/icydb-core/src/db/index/key/build.rs	399	10	22	2.20	14	11	2	1	21
db::index::key::codec::bounds	crates/icydb-core/src/db/index/key/codec/bounds.rs	49	0	0	0.00	0	0	0	1	0
db::index::key::codec::envelope	crates/icydb-core/src/db/index/key/codec/envelope.rs	33	0	0	0.00	0	0	0	1	0
db::index::key::codec::error	crates/icydb-core/src/db/index/key/codec/error.rs	13	0	0	0.00	0	0	0	0	0
db::index::key::codec	crates/icydb-core/src/db/index/key/codec/mod.rs	164	1	0	0.00	3	3	1	1	4
db::index::key::codec::scalar	crates/icydb-core/src/db/index/key/codec/scalar.rs	31	1	3	3.00	0	0	1	1	1
db::index::key::codec::tuple	crates/icydb-core/src/db/index/key/codec/tuple.rs	66	0	0	0.00	5	5	1	1	5
db::index::key::expression	crates/icydb-core/src/db/index/key/expression.rs	143	3	18	6.00	4	2	1	2	5
db::index::key::id	crates/icydb-core/src/db/index/key/id.rs	23	0	0	0.00	0	0	0	1	0
db::index::key	crates/icydb-core/src/db/index/key/mod.rs	15	0	0	0.00	0	0	0	0	0
db::index::key::ordered::error	crates/icydb-core/src/db/index/key/ordered/error.rs	31	0	0	0.00	0	0	0	1	0
db::index::key::ordered	crates/icydb-core/src/db/index/key/ordered/mod.rs	144	1	22	22.00	1	1	1	2	2
db::index::key::ordered::normalize	crates/icydb-core/src/db/index/key/ordered/normalize.rs	180	0	0	0.00	10	9	1	1	9
db::index::key::ordered::parts	crates/icydb-core/src/db/index/key/ordered/parts.rs	98	2	4	2.00	3	3	1	1	5
db::index::key::ordered::semantics	crates/icydb-core/src/db/index/key/ordered/semantics.rs	77	0	0	0.00	2	0	1	1	0
db::index	crates/icydb-core/src/db/index/mod.rs	35	0	0	0.00	0	0	0	0	0
db::index::pk_equivalence	crates/icydb-core/src/db/index/pk_equivalence.rs	45	0	0	0.00	0	0	0	1	0
db::index::plan::commit_ops	crates/icydb-core/src/db/index/plan/commit_ops.rs	119	1	3	3.00	7	5	3	1	6
db::index::plan	crates/icydb-core/src/db/index/plan/mod.rs	244	2	4	2.00	7	4	2	1	6
db::index::plan::private	crates/icydb-core/src/db/index/plan/private.rs	17	0	0	0.00	0	0	0	1	0
db::index::plan::unique	crates/icydb-core/src/db/index/plan/unique.rs	180	0	0	0.00	7	7	1	1	7
db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	239	10	31	3.10	6	6	2	1	16
db::index::predicate	crates/icydb-core/src/db/index/predicate/mod.rs	206	2	15	7.50	4	4	2	1	6
db::index::range	crates/icydb-core/src/db/index/range.rs	178	4	11	2.75	2	2	1	2	6
db::index::scan	crates/icydb-core/src/db/index/scan.rs	233	2	5	2.50	10	10	2	1	12
db::index::store	crates/icydb-core/src/db/index/store.rs	187	0	0	0.00	4	4	1	1	4
db::migration	crates/icydb-core/src/db/migration/mod.rs	479	0	0	0.00	10	9	1	1	9
db	crates/icydb-core/src/db/mod.rs	226	0	0	0.00	1	1	1	1	1
db::numeric	crates/icydb-core/src/db/numeric/mod.rs	176	2	7	3.50	2	1	1	3	3
db::predicate::coercion	crates/icydb-core/src/db/predicate/coercion.rs	117	2	6	3.00	0	0	1	1	2
db::predicate::encoding	crates/icydb-core/src/db/predicate/encoding.rs	562	9	64	7.11	5	5	2	2	14
db::predicate::fingerprint	crates/icydb-core/src/db/predicate/fingerprint.rs	137	0	0	0.00	0	0	0	2	0
db::predicate	crates/icydb-core/src/db/predicate/mod.rs	28	0	0	0.00	0	0	0	0	0
db::predicate::model	crates/icydb-core/src/db/predicate/model.rs	258	0	0	0.00	0	0	0	1	0
db::predicate::normalize	crates/icydb-core/src/db/predicate/normalize.rs	550	11	50	4.55	8	7	2	2	18
db::predicate::resolved	crates/icydb-core/src/db/predicate/resolved.rs	57	0	0	0.00	0	0	0	1	0
db::predicate::row_policy	crates/icydb-core/src/db/predicate/row_policy.rs	19	0	0	0.00	0	0	0	0	0
db::predicate::runtime	crates/icydb-core/src/db/predicate/runtime.rs	251	7	47	6.71	2	1	2	1	8
db::predicate::semantics	crates/icydb-core/src/db/predicate/semantics.rs	176	7	26	3.71	5	4	2	1	11
db::predicate::simplify	crates/icydb-core/src/db/predicate/simplify.rs	275	10	39	3.90	13	11	2	1	21
db::query::access::access_visitor	crates/icydb-core/src/db/query/access/access_visitor.rs	78	1	9	9.00	0	0	1	1	1
db::query::access	crates/icydb-core/src/db/query/access/mod.rs	6	0	0	0.00	0	0	0	0	0
db::query::api	crates/icydb-core/src/db/query/api/mod.rs	10	0	0	0.00	0	0	0	0	0
db::query::api::private	crates/icydb-core/src/db/query/api/private.rs	13	0	0	0.00	0	0	0	1	0
db::query::api::result_ext	crates/icydb-core/src/db/query/api/result_ext.rs	77	2	6	3.00	1	1	1	1	3
db::query::builder::aggregate	crates/icydb-core/src/db/query/builder/aggregate.rs	227	3	10	3.33	2	0	1	1	3
db::query::builder::field	crates/icydb-core/src/db/query/builder/field.rs	162	2	0	0.00	0	0	1	1	2
db::query::builder	crates/icydb-core/src/db/query/builder/mod.rs	10	0	0	0.00	0	0	0	0	0
db::query::explain::access_projection	crates/icydb-core/src/db/query/explain/access_projection.rs	275	0	0	0.00	2	2	1	1	2
db::query::explain::execution	crates/icydb-core/src/db/query/explain/execution.rs	409	6	52	8.67	0	0	2	1	6
db::query::explain::json	crates/icydb-core/src/db/query/explain/json.rs	110	11	22	2.00	1	1	1	1	12
db::query::explain	crates/icydb-core/src/db/query/explain/mod.rs	18	0	0	0.00	0	0	0	0	0
db::query::explain::nodes::aggregate	crates/icydb-core/src/db/query/explain/nodes/aggregate.rs	23	0	0	0.00	0	0	0	1	0
db::query::explain::nodes	crates/icydb-core/src/db/query/explain/nodes/mod.rs	72	4	9	2.25	6	5	3	1	9
db::query::explain::nodes::pipeline	crates/icydb-core/src/db/query/explain/nodes/pipeline.rs	18	0	0	0.00	0	0	0	1	0
db::query::explain::nodes::scan	crates/icydb-core/src/db/query/explain/nodes/scan.rs	19	0	0	0.00	0	0	0	1	0
db::query::explain::nodes::terminal	crates/icydb-core/src/db/query/explain/nodes/terminal.rs	13	0	0	0.00	0	0	0	1	0
db::query::explain::plan	crates/icydb-core/src/db/query/explain/plan.rs	738	14	39	2.79	2	2	2	1	16
db::query::explain::render	crates/icydb-core/src/db/query/explain/render.rs	215	0	0	0.00	25	25	1	1	25
db::query::explain::writer	crates/icydb-core/src/db/query/explain/writer.rs	124	1	8	8.00	4	3	1	0	4
db::query::expr	crates/icydb-core/src/db/query/expr.rs	75	0	0	0.00	0	0	0	2	0
db::query::fingerprint::aggregate_hash	crates/icydb-core/src/db/query/fingerprint/aggregate_hash.rs	169	2	10	5.00	1	0	1	2	2
db::query::fingerprint::fingerprint	crates/icydb-core/src/db/query/fingerprint/fingerprint.rs	831	0	0	0.00	0	0	0	12	0
db::query::fingerprint::hash_parts	crates/icydb-core/src/db/query/fingerprint/hash_parts.rs	884	18	55	3.06	6	6	2	1	24
db::query::fingerprint	crates/icydb-core/src/db/query/fingerprint/mod.rs	29	0	0	0.00	0	0	0	1	0
db::query::fingerprint::projection_hash	crates/icydb-core/src/db/query/fingerprint/projection_hash.rs	412	6	31	5.17	2	1	2	4	7
db::query::fingerprint::shape_signature	crates/icydb-core/src/db/query/fingerprint/shape_signature/mod.rs	93	0	0	0.00	0	0	0	1	0
db::query::fluent::delete	crates/icydb-core/src/db/query/fluent/delete.rs	186	0	0	0.00	0	0	0	1	0
db::query::fluent::load::builder	crates/icydb-core/src/db/query/fluent/load/builder.rs	216	0	0	0.00	2	2	1	1	2
db::query::fluent::load	crates/icydb-core/src/db/query/fluent/load/mod.rs	10	0	0	0.00	0	0	0	0	0
db::query::fluent::load::pagination	crates/icydb-core/src/db/query/fluent/load/pagination.rs	114	0	0	0.00	0	0	0	1	0
db::query::fluent::load::terminals	crates/icydb-core/src/db/query/fluent/load/terminals.rs	578	0	0	0.00	6	0	1	1	0
db::query::fluent::load::validation	crates/icydb-core/src/db/query/fluent/load/validation.rs	67	0	0	0.00	2	2	1	1	2
db::query::fluent	crates/icydb-core/src/db/query/fluent/mod.rs	6	0	0	0.00	0	0	0	0	0
db::query::intent::errors	crates/icydb-core/src/db/query/intent/errors.rs	346	7	26	3.71	1	1	1	2	8
db::query::intent::key_access	crates/icydb-core/src/db/query/intent/key_access.rs	86	1	2	2.00	0	0	1	1	1
db::query::intent	crates/icydb-core/src/db/query/intent/mod.rs	35	0	0	0.00	0	0	0	1	0
db::query::intent::model	crates/icydb-core/src/db/query/intent/model.rs	323	2	5	2.50	6	5	1	1	7
db::query::intent::mutation	crates/icydb-core/src/db/query/intent/mutation.rs	146	1	2	2.00	7	7	2	1	8
db::query::intent::order	crates/icydb-core/src/db/query/intent/order.rs	21	1	2	2.00	0	0	1	1	1
db::query::intent::planning	crates/icydb-core/src/db/query/intent/planning.rs	40	1	2	2.00	0	0	1	1	1
db::query::intent::policy	crates/icydb-core/src/db/query/intent/policy.rs	39	1	3	3.00	0	0	1	1	1
db::query::intent::query	crates/icydb-core/src/db/query/intent/query.rs	708	7	31	4.43	7	6	2	2	13
db::query::intent::state	crates/icydb-core/src/db/query/intent/state.rs	474	18	34	1.89	3	2	2	2	20
db::query	crates/icydb-core/src/db/query/mod.rs	29	0	0	0.00	0	0	0	0	0
db::query::plan::access_choice	crates/icydb-core/src/db/query/plan/access_choice.rs	1112	16	76	4.75	50	48	3	2	64
db::query::plan::access_plan	crates/icydb-core/src/db/query/plan/access_plan.rs	109	1	2	2.00	0	0	1	3	1
db::query::plan::access_planner	crates/icydb-core/src/db/query/plan/access_planner.rs	83	1	2	2.00	1	0	1	1	1
db::query::plan::constant_predicate	crates/icydb-core/src/db/query/plan/constant_predicate.rs	27	1	2	2.00	0	0	1	1	1
db::query::plan::continuation	crates/icydb-core/src/db/query/plan/continuation.rs	452	2	4	2.00	17	13	1	1	15
db::query::plan::covering	crates/icydb-core/src/db/query/plan/covering.rs	449	2	4	2.00	10	9	2	3	11
db::query::plan::expr::ast	crates/icydb-core/src/db/query/plan/expr/ast.rs	120	0	0	0.00	0	0	0	1	0
db::query::plan::expr	crates/icydb-core/src/db/query/plan/expr/mod.rs	10	0	0	0.00	0	0	0	0	0
db::query::plan::expr::projection	crates/icydb-core/src/db/query/plan/expr/projection.rs	92	1	4	4.00	0	0	1	1	1
db::query::plan::expr::type_inference	crates/icydb-core/src/db/query/plan/expr/type_inference/mod.rs	332	9	52	5.78	9	9	2	1	18
db::query::plan::group	crates/icydb-core/src/db/query/plan/group.rs	318	5	14	2.80	0	0	2	1	5
db::query::plan::grouped_layout	crates/icydb-core/src/db/query/plan/grouped_layout.rs	61	0	0	0.00	5	5	1	1	5
db::query::plan::key_item_match	crates/icydb-core/src/db/query/plan/key_item_match.rs	139	6	10	1.67	4	4	2	2	10
db::query::plan::limit_zero	crates/icydb-core/src/db/query/plan/limit_zero.rs	10	0	0	0.00	1	0	0	1	0
db::query::plan::logical_builder	crates/icydb-core/src/db/query/plan/logical_builder.rs	166	2	4	2.00	3	3	2	1	5
db::query::plan	crates/icydb-core/src/db/query/plan/mod.rs	92	0	0	0.00	0	0	0	0	0
db::query::plan::model	crates/icydb-core/src/db/query/plan/model.rs	490	2	0	0.00	5	5	2	1	7
db::query::plan::model_builder	crates/icydb-core/src/db/query/plan/model_builder.rs	63	0	0	0.00	0	0	0	1	0
db::query::plan::order_contract	crates/icydb-core/src/db/query/plan/order_contract.rs	117	4	9	2.25	1	1	1	1	5
db::query::plan::planner::compare	crates/icydb-core/src/db/query/plan/planner/compare.rs	219	3	13	4.33	19	19	3	1	22
db::query::plan::planner::index_select	crates/icydb-core/src/db/query/plan/planner/index_select.rs	313	12	42	3.50	10	10	2	1	22
db::query::plan::planner	crates/icydb-core/src/db/query/plan/planner/mod.rs	76	0	0	0.00	0	0	0	1	0
db::query::plan::planner::predicate	crates/icydb-core/src/db/query/plan/planner/predicate.rs	137	1	5	5.00	13	12	2	1	13
db::query::plan::planner::prefix	crates/icydb-core/src/db/query/plan/planner/prefix.rs	209	2	4	2.00	9	9	2	1	11
db::query::plan::planner::range	crates/icydb-core/src/db/query/plan/planner/range.rs	338	12	41	3.42	16	13	3	2	25
db::query::plan::projection	crates/icydb-core/src/db/query/plan/projection.rs	98	3	7	2.33	0	0	1	1	3
db::query::plan::semantics::access_projection	crates/icydb-core/src/db/query/plan/semantics/access_projection.rs	465	2	10	5.00	0	0	1	2	2
db::query::plan::semantics::group_distinct	crates/icydb-core/src/db/query/plan/semantics/group_distinct.rs	244	4	17	4.25	8	8	1	1	12
db::query::plan::semantics::group_having	crates/icydb-core/src/db/query/plan/semantics/group_having.rs	108	1	2	2.00	3	3	1	2	4
db::query::plan::semantics::group_model	crates/icydb-core/src/db/query/plan/semantics/group_model.rs	152	0	0	0.00	0	0	0	1	0
db::query::plan::semantics::grouped_strategy	crates/icydb-core/src/db/query/plan/semantics/grouped_strategy.rs	92	0	0	0.00	8	8	1	1	8
db::query::plan::semantics::logical	crates/icydb-core/src/db/query/plan/semantics/logical.rs	163	7	15	2.14	4	1	2	1	8
db::query::plan::semantics	crates/icydb-core/src/db/query/plan/semantics/mod.rs	31	0	0	0.00	0	0	0	0	0
db::query::plan::semantics::pushdown	crates/icydb-core/src/db/query/plan/semantics/pushdown.rs	77	0	0	0.00	0	0	0	1	0
db::query::plan::validate::core	crates/icydb-core/src/db/query/plan/validate/core.rs	115	1	2	2.00	2	2	1	1	3
db::query::plan::validate::cursor_policy	crates/icydb-core/src/db/query/plan/validate/cursor_policy.rs	101	2	6	3.00	0	0	1	2	2
db::query::plan::validate::errors	crates/icydb-core/src/db/query/plan/validate/errors.rs	410	0	0	0.00	3	3	2	1	3
db::query::plan::validate::fluent_policy	crates/icydb-core/src/db/query/plan/validate/fluent_policy.rs	186	2	4	2.00	0	0	2	2	2
db::query::plan::validate::grouped::cursor	crates/icydb-core/src/db/query/plan/validate/grouped/cursor/mod.rs	38	0	0	0.00	0	0	0	1	0
db::query::plan::validate::grouped	crates/icydb-core/src/db/query/plan/validate/grouped/mod.rs	14	0	0	0.00	0	0	0	0	0
db::query::plan::validate::grouped::policy	crates/icydb-core/src/db/query/plan/validate/grouped/policy/mod.rs	106	2	5	2.50	0	0	1	2	2
db::query::plan::validate::grouped::policy::rules	crates/icydb-core/src/db/query/plan/validate/grouped/policy/rules.rs	177	0	0	0.00	0	0	0	1	0
db::query::plan::validate::grouped::projection_expr	crates/icydb-core/src/db/query/plan/validate/grouped/projection_expr/mod.rs	61	2	2	1.00	0	0	1	1	2
db::query::plan::validate::grouped::structure	crates/icydb-core/src/db/query/plan/validate/grouped/structure/mod.rs	137	2	5	2.50	1	1	1	1	3
db::query::plan::validate::intent_policy	crates/icydb-core/src/db/query/plan/validate/intent_policy.rs	224	0	0	0.00	1	0	1	2	0
db::query::plan::validate	crates/icydb-core/src/db/query/plan/validate/mod.rs	43	0	0	0.00	0	0	0	0	0
db::query::plan::validate::order	crates/icydb-core/src/db/query/plan/validate/order.rs	74	0	0	0.00	1	1	1	1	1
db::query::plan::validate::plan_shape	crates/icydb-core/src/db/query/plan/validate/plan_shape.rs	140	1	2	2.00	3	3	1	1	4
db::query::plan::validate::symbols	crates/icydb-core/src/db/query/plan/validate/symbols.rs	22	0	0	0.00	0	0	0	1	0
db::query::policy	crates/icydb-core/src/db/query/policy.rs	20	0	0	0.00	0	0	0	1	0
db::query::trace	crates/icydb-core/src/db/query/trace.rs	67	0	0	0.00	0	0	0	1	0
db::registry	crates/icydb-core/src/db/registry.rs	243	1	2	2.00	2	2	1	2	3
db::relation::metadata	crates/icydb-core/src/db/relation/metadata.rs	102	1	2	2.00	2	0	2	1	1
db::relation	crates/icydb-core/src/db/relation/mod.rs	240	5	11	2.20	3	3	2	1	8
db::relation::reverse_index	crates/icydb-core/src/db/relation/reverse_index.rs	287	2	4	2.00	9	5	2	1	7
db::relation::save_validate	crates/icydb-core/src/db/relation/save_validate.rs	92	0	0	0.00	1	1	1	1	1
db::relation::validate	crates/icydb-core/src/db/relation/validate.rs	124	0	0	0.00	3	3	1	1	3
db::response::grouped	crates/icydb-core/src/db/response/grouped.rs	144	0	0	0.00	0	0	0	1	0
db::response	crates/icydb-core/src/db/response/mod.rs	289	0	0	0.00	2	0	1	1	0
db::response::paged	crates/icydb-core/src/db/response/paged.rs	131	0	0	0.00	0	0	0	1	0
db::response::private	crates/icydb-core/src/db/response/private.rs	10	0	0	0.00	0	0	0	0	0
db::schema::describe	crates/icydb-core/src/db/schema/describe.rs	609	5	36	7.20	1	1	1	2	6
db::schema::errors	crates/icydb-core/src/db/schema/errors.rs	111	0	0	0.00	0	0	0	1	0
db::schema::fingerprint	crates/icydb-core/src/db/schema/fingerprint.rs	250	3	7	2.33	1	1	2	2	4
db::schema::format	crates/icydb-core/src/db/schema/format.rs	21	0	0	0.00	1	0	1	1	0
db::schema::info	crates/icydb-core/src/db/schema/info.rs	224	3	6	2.00	9	9	2	1	12
db::schema	crates/icydb-core/src/db/schema/mod.rs	22	0	0	0.00	0	0	0	0	0
db::schema::types	crates/icydb-core/src/db/schema/types.rs	256	16	61	3.81	1	1	3	1	17
db::schema::validate	crates/icydb-core/src/db/schema/validate.rs	317	7	19	2.71	20	20	2	1	27
db::session	crates/icydb-core/src/db/session/mod.rs	246	1	1	1.00	1	1	1	1	2
db::session::query	crates/icydb-core/src/db/session/query.rs	221	4	10	2.50	1	1	1	1	5
db::session::sql	crates/icydb-core/src/db/session/sql.rs	406	17	54	3.18	6	5	2	1	22
db::session::write	crates/icydb-core/src/db/session/write.rs	142	0	0	0.00	0	0	0	2	0
db::sql::identifier	crates/icydb-core/src/db/sql/identifier.rs	85	1	2	2.00	3	3	1	1	4
db::sql::lowering	crates/icydb-core/src/db/sql/lowering.rs	1281	15	51	3.40	31	23	3	2	38
db::sql	crates/icydb-core/src/db/sql/mod.rs	7	0	0	0.00	0	0	0	0	0
db::sql::parser	crates/icydb-core/src/db/sql/parser/mod.rs	1146	13	148	11.38	81	59	3	1	72
error	crates/icydb-core/src/error/mod.rs	484	3	21	7.00	2	0	2	1	3
lib	crates/icydb-core/src/lib.rs	47	0	0	0.00	0	0	0	0	0
metrics	crates/icydb-core/src/metrics/mod.rs	20	0	0	0.00	0	0	0	0	0
metrics::sink	crates/icydb-core/src/metrics/sink.rs	671	7	31	4.43	2	2	2	1	9
metrics::state	crates/icydb-core/src/metrics/state.rs	606	2	4	2.00	5	2	2	0	4
model::entity	crates/icydb-core/src/model/entity.rs	103	0	0	0.00	0	0	0	1	0
model::field	crates/icydb-core/src/model/field.rs	166	2	8	4.00	1	0	2	1	2
model::index	crates/icydb-core/src/model/index.rs	345	6	23	3.83	6	5	2	1	11
model	crates/icydb-core/src/model/mod.rs	30	0	0	0.00	0	0	0	0	0
patch::list	crates/icydb-core/src/patch/list.rs	62	0	0	0.00	0	0	0	1	0
patch::map	crates/icydb-core/src/patch/map.rs	124	1	2	2.00	0	0	1	1	1
patch::merge::error	crates/icydb-core/src/patch/merge/error.rs	76	3	6	2.00	2	1	2	0	4
patch::merge::list	crates/icydb-core/src/patch/merge/list.rs	56	1	6	6.00	2	2	2	1	3
patch::merge::map	crates/icydb-core/src/patch/merge/map.rs	353	3	10	3.33	7	7	2	2	10
patch::merge	crates/icydb-core/src/patch/merge/mod.rs	14	0	0	0.00	0	0	0	0	0
patch::merge::scalar	crates/icydb-core/src/patch/merge/scalar.rs	44	1	2	2.00	1	1	2	1	2
patch::merge::set	crates/icydb-core/src/patch/merge/set.rs	113	1	4	4.00	0	0	1	1	1
patch	crates/icydb-core/src/patch/mod.rs	14	0	0	0.00	0	0	0	0	0
patch::set	crates/icydb-core/src/patch/set.rs	45	0	0	0.00	0	0	0	1	0
sanitize	crates/icydb-core/src/sanitize.rs	24	0	0	0.00	0	0	0	1	0
scalar_registry	crates/icydb-core/src/scalar_registry.rs	168	0	34	0.00	0	0	0	0	0
serialize::cbor	crates/icydb-core/src/serialize/cbor.rs	83	1	3	3.00	1	1	1	1	2
serialize	crates/icydb-core/src/serialize/mod.rs	99	2	6	3.00	0	0	1	0	2
testing::fixtures	crates/icydb-core/src/testing/fixtures.rs	388	0	14	0.00	0	0	0	1	0
testing	crates/icydb-core/src/testing/mod.rs	36	0	0	0.00	0	0	0	0	0
traits::atomic	crates/icydb-core/src/traits/atomic.rs	35	0	1	0.00	0	0	0	0	0
traits::macros	crates/icydb-core/src/traits/macros.rs	24	0	1	0.00	0	0	0	0	0
traits	crates/icydb-core/src/traits/mod.rs	473	4	20	5.00	3	1	1	1	5
traits::view	crates/icydb-core/src/traits/view.rs	264	0	1	0.00	4	4	2	1	4
traits::visitor	crates/icydb-core/src/traits/visitor.rs	199	0	0	0.00	6	6	1	1	6
types::account	crates/icydb-core/src/types/account.rs	479	1	2	2.00	16	11	1	1	12
types::blob	crates/icydb-core/src/types/blob.rs	104	1	2	2.00	0	0	1	1	1
types::date	crates/icydb-core/src/types/date.rs	382	3	6	2.00	2	2	1	1	5
types::decimal	crates/icydb-core/src/types/decimal.rs	1165	5	22	4.40	72	59	2	1	64
types::duration	crates/icydb-core/src/types/duration.rs	412	2	4	2.00	7	7	1	1	9
types::float::float32	crates/icydb-core/src/types/float/float32.rs	233	1	2	2.00	8	6	2	1	7
types::float::float64	crates/icydb-core/src/types/float/float64.rs	228	1	2	2.00	7	5	2	1	6
types::float	crates/icydb-core/src/types/float/mod.rs	8	0	0	0.00	0	0	0	0	0
types::identity::generate_key	crates/icydb-core/src/types/identity/generate_key.rs	15	0	0	0.00	0	0	0	0	0
types::identity::id	crates/icydb-core/src/types/identity/id.rs	335	0	0	0.00	0	0	0	3	0
types::identity	crates/icydb-core/src/types/identity/mod.rs	10	0	0	0.00	0	0	0	0	0
types::identity::projection	crates/icydb-core/src/types/identity/projection.rs	152	0	0	0.00	1	0	1	2	0
types::int::int128	crates/icydb-core/src/types/int/int128.rs	236	1	2	2.00	1	1	1	1	2
types::int	crates/icydb-core/src/types/int/mod.rs	148	1	2	2.00	0	0	1	1	1
types	crates/icydb-core/src/types/mod.rs	54	0	0	0.00	0	0	0	0	0
types::nat	crates/icydb-core/src/types/nat/mod.rs	155	1	2	2.00	1	1	1	1	2
types::nat::nat128	crates/icydb-core/src/types/nat/nat128.rs	218	1	2	2.00	1	1	1	1	2
types::principal	crates/icydb-core/src/types/principal.rs	262	2	4	2.00	2	2	1	1	4
types::subaccount	crates/icydb-core/src/types/subaccount.rs	225	1	2	2.00	1	0	1	1	1
types::timestamp	crates/icydb-core/src/types/timestamp.rs	501	6	12	2.00	4	4	1	1	10
types::ulid::fixture	crates/icydb-core/src/types/ulid/fixture.rs	71	0	0	0.00	2	1	1	1	1
types::ulid::generator	crates/icydb-core/src/types/ulid/generator.rs	62	0	0	0.00	2	2	2	1	2
types::ulid	crates/icydb-core/src/types/ulid/mod.rs	215	2	4	2.00	3	2	1	1	4
types::unit	crates/icydb-core/src/types/unit.rs	76	0	0	0.00	0	0	0	1	0
validate	crates/icydb-core/src/validate.rs	25	0	0	0.00	0	0	0	1	0
value::coercion	crates/icydb-core/src/value/coercion.rs	36	0	0	0.00	0	0	0	0	0
value::compare	crates/icydb-core/src/value/compare.rs	137	3	50	16.67	7	7	1	1	10
value::hash	crates/icydb-core/src/value/hash.rs	211	5	29	5.80	2	1	3	1	6
value	crates/icydb-core/src/value/mod.rs	840	20	118	5.90	31	17	2	1	37
value::rank	crates/icydb-core/src/value/rank.rs	19	0	0	0.00	0	0	0	1	0
value::storage_key	crates/icydb-core/src/value/storage_key.rs	548	10	103	10.30	8	5	2	2	15
value::tag	crates/icydb-core/src/value/tag.rs	108	2	48	24.00	0	0	1	1	2
value::wire	crates/icydb-core/src/value/wire.rs	92	1	24	24.00	0	0	1	1	1
visitor::context	crates/icydb-core/src/visitor/context.rs	90	1	2	2.00	1	0	1	0	1
visitor	crates/icydb-core/src/visitor/mod.rs	337	1	3	3.00	12	12	2	1	13
visitor::sanitize	crates/icydb-core/src/visitor/sanitize.rs	27	0	0	0.00	0	0	0	1	0
visitor::validate	crates/icydb-core/src/visitor/validate.rs	27	0	0	0.00	0	0	0	1	0
