module	file	loc	match_count	match_arms_total	avg_match_arms	if_count	if_chain_count	max_branch_depth	fanout	branch_sites_total
db::commit::prepared_op	crates/icydb-core/src/db/commit/prepared_op.rs	62	2	8	4.00	0	0	1	1	2
db::commit::rebuild	crates/icydb-core/src/db/commit/rebuild.rs	112	1	3	3.00	2	2	1	3	3
db::commit::recovery	crates/icydb-core/src/db/commit/recovery.rs	66	0	0	0.00	6	6	1	3	6
db::commit::replay	crates/icydb-core/src/db/commit/replay.rs	26	1	2	2.00	0	0	1	3	1
db::commit::rollback	crates/icydb-core/src/db/commit/rollback.rs	47	0	0	0.00	0	0	0	1	0
db::commit::store	crates/icydb-core/src/db/commit/store.rs	528	0	0	0.00	27	27	1	2	27
db::contracts	crates/icydb-core/src/db/contracts/mod.rs	16	0	0	0.00	1	1	1	0	1
db::contracts::semantics	crates/icydb-core/src/db/contracts/semantics.rs	19	0	0	0.00	1	1	1	2	1
db::cursor::anchor	crates/icydb-core/src/db/cursor/anchor.rs	203	1	2	2.00	11	10	2	3	11
db::cursor::boundary	crates/icydb-core/src/db/cursor/boundary.rs	222	4	8	2.00	8	8	3	4	12
db::cursor::continuation	crates/icydb-core/src/db/cursor/continuation.rs	191	1	2	2.00	4	4	2	2	5
db::cursor::error	crates/icydb-core/src/db/cursor/error.rs	294	3	12	4.00	0	0	1	3	3
db::cursor	crates/icydb-core/src/db/cursor/mod.rs	176	0	0	0.00	1	1	1	3	1
db::cursor::planned	crates/icydb-core/src/db/cursor/planned.rs	90	0	0	0.00	0	0	0	2	0
db::cursor::range_token	crates/icydb-core/src/db/cursor/range_token.rs	49	0	0	0.00	0	0	0	1	0
db::cursor::runtime	crates/icydb-core/src/db/cursor/runtime.rs	142	0	0	0.00	6	6	2	2	6
db::cursor::signature	crates/icydb-core/src/db/cursor/signature.rs	10	0	0	0.00	0	0	0	0	0
db::cursor::spine	crates/icydb-core/src/db/cursor/spine.rs	259	0	0	0.00	4	4	1	4	4
db::cursor::token::error	crates/icydb-core/src/db/cursor/token/error.rs	16	0	0	0.00	0	0	0	0	0
db::cursor::token::grouped	crates/icydb-core/src/db/cursor/token/grouped.rs	87	0	0	0.00	0	0	0	3	0
db::cursor::token	crates/icydb-core/src/db/cursor/token/mod.rs	24	0	0	0.00	0	0	0	0	0
db::cursor::token::scalar	crates/icydb-core/src/db/cursor/token/scalar.rs	107	1	2	2.00	0	0	1	2	1
db::cursor::token::wire	crates/icydb-core/src/db/cursor/token/wire.rs	77	0	0	0.00	0	0	0	2	0
db::data::entity_decode	crates/icydb-core/src/db/data/entity_decode.rs	72	0	0	0.00	1	1	1	4	1
db::data::key	crates/icydb-core/src/db/data/key.rs	274	0	0	0.00	4	4	1	5	4
db::data	crates/icydb-core/src/db/data/mod.rs	60	0	0	0.00	0	0	0	0	0
db::data::persisted_row::codec	crates/icydb-core/src/db/data/persisted_row/codec.rs	800	8	55	6.88	7	7	2	6	15
db::data::persisted_row::contract	crates/icydb-core/src/db/data/persisted_row/contract.rs	560	12	62	5.17	14	14	2	5	26
db::data::persisted_row	crates/icydb-core/src/db/data/persisted_row/mod.rs	58	0	0	0.00	0	0	0	1	0
db::data::persisted_row::patch	crates/icydb-core/src/db/data/persisted_row/patch.rs	208	0	0	0.00	5	5	1	4	5
db::data::persisted_row::reader	crates/icydb-core/src/db/data/persisted_row/reader.rs	813	15	57	3.80	16	16	3	4	31
db::data::persisted_row::types	crates/icydb-core/src/db/data/persisted_row/types.rs	182	0	0	0.00	0	0	0	5	0
db::data::persisted_row::writer	crates/icydb-core/src/db/data/persisted_row/writer.rs	128	2	4	2.00	0	0	1	3	2
db::data::row	crates/icydb-core/src/db/data/row.rs	139	0	0	0.00	1	1	1	4	1
db::data::store	crates/icydb-core/src/db/data/store.rs	44	0	0	0.00	0	0	0	1	0
db::data::structural_field::cbor	crates/icydb-core/src/db/data/structural_field/cbor.rs	415	5	22	4.40	20	20	2	1	25
db::data::structural_field::composite	crates/icydb-core/src/db/data/structural_field/composite.rs	236	4	14	3.50	4	4	4	3	8
db::data::structural_field::leaf	crates/icydb-core/src/db/data/structural_field/leaf.rs	418	6	29	4.83	19	18	2	3	24
db::data::structural_field	crates/icydb-core/src/db/data/structural_field/mod.rs	54	0	0	0.00	4	4	1	2	4
db::data::structural_field::scalar	crates/icydb-core/src/db/data/structural_field/scalar.rs	208	5	20	4.00	8	8	2	4	13
db::data::structural_field::storage_key	crates/icydb-core/src/db/data/structural_field/storage_key.rs	222	3	16	5.33	12	12	1	4	15
db::data::structural_field::value_storage	crates/icydb-core/src/db/data/structural_field/value_storage.rs	646	14	96	6.86	26	26	2	4	40
db::data::structural_row	crates/icydb-core/src/db/data/structural_row.rs	331	4	13	3.25	9	9	2	3	13
db::diagnostics::execution_trace	crates/icydb-core/src/db/diagnostics/execution_trace.rs	211	3	12	4.00	0	0	2	1	3
db::diagnostics	crates/icydb-core/src/db/diagnostics/mod.rs	772	4	10	2.50	9	9	2	4	13
db::direction	crates/icydb-core/src/db/direction.rs	7	0	0	0.00	0	0	0	0	0
db::executor::aggregate::capability	crates/icydb-core/src/db/executor/aggregate/capability.rs	308	1	3	3.00	11	11	1	2	12
db::executor::aggregate::contracts::error	crates/icydb-core/src/db/executor/aggregate/contracts/error.rs	38	1	2	2.00	0	0	1	1	1
db::executor::aggregate::contracts::grouped::context	crates/icydb-core/src/db/executor/aggregate/contracts/grouped/context.rs	336	0	0	0.00	11	11	1	3	11
db::executor::aggregate::contracts::grouped::engine	crates/icydb-core/src/db/executor/aggregate/contracts/grouped/engine.rs	271	0	0	0.00	8	8	1	3	8
db::executor::aggregate::contracts::grouped	crates/icydb-core/src/db/executor/aggregate/contracts/grouped/mod.rs	6	0	0	0.00	0	0	0	0	0
db::executor::aggregate::contracts	crates/icydb-core/src/db/executor/aggregate/contracts/mod.rs	13	0	0	0.00	0	0	0	0	0
db::executor::aggregate::contracts::spec	crates/icydb-core/src/db/executor/aggregate/contracts/spec.rs	87	5	16	3.20	0	0	1	3	5
db::executor::aggregate::contracts::state	crates/icydb-core/src/db/executor/aggregate/contracts/state.rs	765	29	96	3.31	24	24	2	4	53
db::executor::aggregate::distinct	crates/icydb-core/src/db/executor/aggregate/distinct.rs	101	0	0	0.00	4	4	1	4	4
db::executor::aggregate::execution	crates/icydb-core/src/db/executor/aggregate/execution.rs	435	10	26	2.60	1	1	2	3	11
db::executor::aggregate::fast_path	crates/icydb-core/src/db/executor/aggregate/fast_path.rs	390	2	10	5.00	15	15	2	2	17
db::executor::aggregate::field	crates/icydb-core/src/db/executor/aggregate/field/mod.rs	382	4	18	4.50	7	7	1	5	11
db::executor::aggregate::field_extrema	crates/icydb-core/src/db/executor/aggregate/field_extrema.rs	357	3	6	2.00	13	12	2	3	15
db::executor::aggregate::helpers	crates/icydb-core/src/db/executor/aggregate/helpers.rs	334	5	13	2.60	7	7	1	4	12
db::executor::aggregate::materialized_distinct	crates/icydb-core/src/db/executor/aggregate/materialized_distinct/mod.rs	15	0	0	0.00	0	0	0	3	0
db::executor::aggregate	crates/icydb-core/src/db/executor/aggregate/mod.rs	251	0	0	0.00	5	5	1	3	5
db::executor::aggregate::numeric	crates/icydb-core/src/db/executor/aggregate/numeric/mod.rs	294	5	11	2.20	8	8	2	5	13
db::executor::aggregate::projection::covering	crates/icydb-core/src/db/executor/aggregate/projection/covering.rs	65	0	0	0.00	2	2	1	3	2
db::executor::aggregate::projection	crates/icydb-core/src/db/executor/aggregate/projection/mod.rs	612	13	39	3.00	15	15	3	5	28
db::executor::aggregate::runtime::grouped_distinct::aggregate	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_distinct/aggregate.rs	263	4	12	3.00	4	4	1	4	8
db::executor::aggregate::runtime::grouped_distinct	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_distinct/mod.rs	25	0	0	0.00	1	1	1	1	1
db::executor::aggregate::runtime::grouped_fold::bundle	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/bundle.rs	311	0	0	0.00	10	10	2	3	10
db::executor::aggregate::runtime::grouped_fold	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/mod.rs	901	2	5	2.50	25	25	2	3	27
db::executor::aggregate::runtime::grouped_fold::page_finalize	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/page_finalize.rs	341	1	2	2.00	15	15	2	3	16
db::executor::aggregate::runtime::grouped_output	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_output/mod.rs	231	0	0	0.00	8	8	1	4	8
db::executor::aggregate::runtime	crates/icydb-core/src/db/executor/aggregate/runtime/mod.rs	77	2	4	2.00	1	1	2	3	3
db::executor::aggregate::terminals	crates/icydb-core/src/db/executor/aggregate/terminals.rs	581	20	55	2.75	1	1	2	5	21
db::executor::authority::entity	crates/icydb-core/src/db/executor/authority/entity.rs	142	0	0	0.00	0	0	0	6	0
db::executor::authority	crates/icydb-core/src/db/executor/authority/mod.rs	2	0	0	0.00	0	0	0	0	0
db::executor::covering	crates/icydb-core/src/db/executor/covering.rs	327	4	11	2.75	20	20	2	5	24
db::executor::delete	crates/icydb-core/src/db/executor/delete/mod.rs	543	0	0	0.00	11	11	1	5	11
db::executor::diagnostics::counters	crates/icydb-core/src/db/executor/diagnostics/counters.rs	56	0	0	0.00	0	0	0	1	0
db::executor::diagnostics	crates/icydb-core/src/db/executor/diagnostics/mod.rs	6	0	0	0.00	0	0	0	0	0
db::executor::diagnostics::node	crates/icydb-core/src/db/executor/diagnostics/node.rs	90	2	8	4.00	0	0	1	1	2
db::executor::explain::descriptor::aggregate	crates/icydb-core/src/db/executor/explain/descriptor/aggregate.rs	73	0	0	0.00	0	0	0	1	0
db::executor::explain::descriptor::load	crates/icydb-core/src/db/executor/explain/descriptor/load.rs	575	4	11	2.75	19	18	1	4	22
db::executor::explain::descriptor	crates/icydb-core/src/db/executor/explain/descriptor/mod.rs	10	0	0	0.00	0	0	0	0	0
db::executor::explain::descriptor::shared	crates/icydb-core/src/db/executor/explain/descriptor/shared/mod.rs	661	16	65	4.06	20	19	2	2	35
db::executor::explain::descriptor::shared::predicate	crates/icydb-core/src/db/executor/explain/descriptor/shared/predicate.rs	172	4	13	3.25	11	11	2	2	15
db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	6	0	0	0.00	0	0	0	0	0
db::executor::group::hash	crates/icydb-core/src/db/executor/group/hash.rs	16	0	0	0.00	0	0	0	2	0
db::executor::group::key	crates/icydb-core/src/db/executor/group/key.rs	189	4	12	3.00	0	0	1	3	4
db::executor::group	crates/icydb-core/src/db/executor/group/mod.rs	82	0	0	0.00	0	0	0	1	0
db::executor::kernel	crates/icydb-core/src/db/executor/kernel/mod.rs	270	1	2	2.00	13	13	1	2	14
db::executor	crates/icydb-core/src/db/executor/mod.rs	233	3	5	1.67	0	0	1	3	3
db::executor::mutation::commit_window	crates/icydb-core/src/db/executor/mutation/commit_window.rs	792	2	6	3.00	16	16	2	5	18
db::executor::mutation	crates/icydb-core/src/db/executor/mutation/mod.rs	87	0	0	0.00	0	0	0	3	0
db::executor::mutation::save::batch	crates/icydb-core/src/db/executor/mutation/save/batch.rs	191	2	5	2.50	4	4	2	5	6
db::executor::mutation::save	crates/icydb-core/src/db/executor/mutation/save/mod.rs	99	4	12	3.00	0	0	1	5	4
db::executor::mutation::save::shared	crates/icydb-core/src/db/executor/mutation/save/shared.rs	120	2	5	2.50	2	2	2	4	4
db::executor::mutation::save::structural	crates/icydb-core/src/db/executor/mutation/save/structural.rs	216	3	6	2.00	5	5	1	6	8
db::executor::mutation::save::typed	crates/icydb-core/src/db/executor/mutation/save/typed.rs	141	0	0	0.00	0	0	0	6	0
db::executor::mutation::save_validation	crates/icydb-core/src/db/executor/mutation/save_validation.rs	291	2	8	4.00	18	18	2	7	20
db::executor::order	crates/icydb-core/src/db/executor/order.rs	303	9	26	2.89	6	6	2	2	15
db::executor::pipeline::contracts::execution::inputs	crates/icydb-core/src/db/executor/pipeline/contracts/execution/inputs.rs	497	3	6	2.00	6	6	2	2	9
db::executor::pipeline::contracts::execution	crates/icydb-core/src/db/executor/pipeline/contracts/execution/mod.rs	14	0	0	0.00	0	0	0	0	0
db::executor::pipeline::contracts::execution::outcomes	crates/icydb-core/src/db/executor/pipeline/contracts/execution/outcomes.rs	36	0	0	0.00	0	0	0	1	0
db::executor::pipeline::contracts::execution::stream	crates/icydb-core/src/db/executor/pipeline/contracts/execution/stream.rs	76	0	0	0.00	0	0	0	1	0
db::executor::pipeline::contracts::grouped	crates/icydb-core/src/db/executor/pipeline/contracts/grouped/mod.rs	8	0	0	0.00	0	0	0	0	0
db::executor::pipeline::contracts::grouped::route_stage	crates/icydb-core/src/db/executor/pipeline/contracts/grouped/route_stage/mod.rs	5	0	0	0.00	0	0	0	0	0
db::executor::pipeline::contracts::grouped::route_stage::payload	crates/icydb-core/src/db/executor/pipeline/contracts/grouped/route_stage/payload.rs	40	0	0	0.00	0	0	0	1	0
db::executor::pipeline::contracts::grouped::route_stage::projection	crates/icydb-core/src/db/executor/pipeline/contracts/grouped/route_stage/projection.rs	128	0	0	0.00	2	2	1	3	2
db::executor::pipeline::contracts::grouped::stages	crates/icydb-core/src/db/executor/pipeline/contracts/grouped/stages.rs	247	2	5	2.50	0	0	1	3	2
db::executor::pipeline::contracts	crates/icydb-core/src/db/executor/pipeline/contracts/mod.rs	89	3	6	2.00	0	0	1	2	3
db::executor::pipeline::contracts::post_access	crates/icydb-core/src/db/executor/pipeline/contracts/post_access.rs	35	0	0	0.00	0	0	0	1	0
db::executor::pipeline::entrypoints::grouped	crates/icydb-core/src/db/executor/pipeline/entrypoints/grouped.rs	228	1	2	2.00	4	4	1	3	5
db::executor::pipeline::entrypoints	crates/icydb-core/src/db/executor/pipeline/entrypoints/mod.rs	80	0	0	0.00	0	0	0	3	0
db::executor::pipeline::entrypoints::scalar::hints	crates/icydb-core/src/db/executor/pipeline/entrypoints/scalar/hints.rs	71	1	3	3.00	6	5	2	1	6
db::executor::pipeline::entrypoints::scalar	crates/icydb-core/src/db/executor/pipeline/entrypoints/scalar/mod.rs	496	1	2	2.00	0	0	1	3	1
db::executor::pipeline::grouped_runtime	crates/icydb-core/src/db/executor/pipeline/grouped_runtime/mod.rs	2	0	0	0.00	0	0	0	0	0
db::executor::pipeline::grouped_runtime::route_stage	crates/icydb-core/src/db/executor/pipeline/grouped_runtime/route_stage.rs	91	0	0	0.00	1	1	1	2	1
db::executor::pipeline	crates/icydb-core/src/db/executor/pipeline/mod.rs	12	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::distinct	crates/icydb-core/src/db/executor/pipeline/operators/distinct/mod.rs	75	1	2	2.00	1	1	1	1	2
db::executor::pipeline::operators	crates/icydb-core/src/db/executor/pipeline/operators/mod.rs	7	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::post_access::contracts	crates/icydb-core/src/db/executor/pipeline/operators/post_access/contracts/mod.rs	3	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::post_access::contracts::row	crates/icydb-core/src/db/executor/pipeline/operators/post_access/contracts/row.rs	23	0	0	0.00	0	0	0	4	0
db::executor::pipeline::operators::post_access::contracts::stats	crates/icydb-core/src/db/executor/pipeline/operators/post_access/contracts/stats.rs	4	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::post_access::coordinator	crates/icydb-core/src/db/executor/pipeline/operators/post_access/coordinator/mod.rs	15	0	0	0.00	0	0	0	1	0
db::executor::pipeline::operators::post_access::coordinator::runtime::guard_filter	crates/icydb-core/src/db/executor/pipeline/operators/post_access/coordinator/runtime/guard_filter.rs	64	0	0	0.00	5	5	2	2	5
db::executor::pipeline::operators::post_access::coordinator::runtime	crates/icydb-core/src/db/executor/pipeline/operators/post_access/coordinator/runtime/mod.rs	2	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::post_access::coordinator::runtime::phases	crates/icydb-core/src/db/executor/pipeline/operators/post_access/coordinator/runtime/phases.rs	58	0	0	0.00	0	0	0	2	0
db::executor::pipeline::operators::post_access	crates/icydb-core/src/db/executor/pipeline/operators/post_access/mod.rs	32	0	0	0.00	0	0	0	2	0
db::executor::pipeline::operators::post_access::order_cursor	crates/icydb-core/src/db/executor/pipeline/operators/post_access/order_cursor.rs	19	0	0	0.00	0	0	0	1	0
db::executor::pipeline::operators::post_access::terminal	crates/icydb-core/src/db/executor/pipeline/operators/post_access/terminal/mod.rs	4	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::post_access::terminal::order	crates/icydb-core/src/db/executor/pipeline/operators/post_access/terminal/order.rs	58	0	0	0.00	5	5	3	2	5
db::executor::pipeline::operators::post_access::terminal::paging_delete	crates/icydb-core/src/db/executor/pipeline/operators/post_access/terminal/paging_delete.rs	27	0	0	0.00	2	2	2	2	2
db::executor::pipeline::operators::post_access::window	crates/icydb-core/src/db/executor/pipeline/operators/post_access/window.rs	10	0	0	0.00	2	2	1	0	2
db::executor::pipeline::operators::reducer::aggregate	crates/icydb-core/src/db/executor/pipeline/operators/reducer/aggregate.rs	62	0	0	0.00	1	1	1	2	1
db::executor::pipeline::operators::reducer	crates/icydb-core/src/db/executor/pipeline/operators/reducer/mod.rs	2	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::reducer::runner	crates/icydb-core/src/db/executor/pipeline/operators/reducer/runner.rs	95	6	15	2.50	1	1	1	2	7
db::executor::pipeline::operators::terminal	crates/icydb-core/src/db/executor/pipeline/operators/terminal/mod.rs	1	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::terminal::runtime	crates/icydb-core/src/db/executor/pipeline/operators/terminal/runtime/mod.rs	1	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::terminal::runtime::row_collector	crates/icydb-core/src/db/executor/pipeline/operators/terminal/runtime/row_collector.rs	267	1	2	2.00	10	9	1	2	10
db::executor::pipeline::orchestrator::contracts	crates/icydb-core/src/db/executor/pipeline/orchestrator/contracts/mod.rs	71	1	2	2.00	2	2	1	2	3
db::executor::pipeline::orchestrator::guards	crates/icydb-core/src/db/executor/pipeline/orchestrator/guards.rs	34	0	0	0.00	0	0	0	1	0
db::executor::pipeline::orchestrator	crates/icydb-core/src/db/executor/pipeline/orchestrator/mod.rs	93	2	4	2.00	3	3	2	3	5
db::executor::pipeline::orchestrator::state	crates/icydb-core/src/db/executor/pipeline/orchestrator/state/mod.rs	32	0	0	0.00	0	0	0	1	0
db::executor::pipeline::orchestrator::strategy	crates/icydb-core/src/db/executor/pipeline/orchestrator/strategy/mod.rs	137	2	4	2.00	1	1	1	3	3
db::executor::pipeline::runtime::fast_path	crates/icydb-core/src/db/executor/pipeline/runtime/fast_path/mod.rs	147	3	7	2.33	3	3	2	2	6
db::executor::pipeline::runtime::fast_path::strategy	crates/icydb-core/src/db/executor/pipeline/runtime/fast_path/strategy.rs	129	3	10	3.33	1	1	1	2	4
db::executor::pipeline::runtime	crates/icydb-core/src/db/executor/pipeline/runtime/mod.rs	29	0	0	0.00	0	0	0	2	0
db::executor::pipeline::timing	crates/icydb-core/src/db/executor/pipeline/timing.rs	24	0	0	0.00	0	0	0	0	0
db::executor::plan_metrics	crates/icydb-core/src/db/executor/plan_metrics.rs	58	1	2	2.00	0	0	1	3	1
db::executor::planning::continuation::engine	crates/icydb-core/src/db/executor/planning/continuation/engine.rs	56	1	3	3.00	0	0	1	2	1
db::executor::planning::continuation::grouped::context	crates/icydb-core/src/db/executor/planning/continuation/grouped/context.rs	63	0	0	0.00	1	1	1	3	1
db::executor::planning::continuation::grouped	crates/icydb-core/src/db/executor/planning/continuation/grouped/mod.rs	4	0	0	0.00	0	0	0	0	0
db::executor::planning::continuation::grouped::window	crates/icydb-core/src/db/executor/planning/continuation/grouped/window.rs	47	0	0	0.00	0	0	0	1	0
db::executor::planning::continuation	crates/icydb-core/src/db/executor/planning/continuation/mod.rs	8	0	0	0.00	0	0	0	0	0
db::executor::planning::continuation::route	crates/icydb-core/src/db/executor/planning/continuation/route.rs	145	0	0	0.00	0	0	0	1	0
db::executor::planning::continuation::scalar	crates/icydb-core/src/db/executor/planning/continuation/scalar.rs	171	1	3	3.00	3	3	2	2	4
db::executor::planning	crates/icydb-core/src/db/executor/planning/mod.rs	3	0	0	0.00	0	0	0	0	0
db::executor::planning::preparation	crates/icydb-core/src/db/executor/planning/preparation.rs	191	3	8	2.67	1	1	1	1	4
db::executor::planning::route::capability	crates/icydb-core/src/db/executor/planning/route/capability.rs	170	0	0	0.00	7	7	1	1	7
db::executor::planning::route::contracts::capabilities	crates/icydb-core/src/db/executor/planning/route/contracts/capabilities.rs	22	0	0	0.00	0	0	0	1	0
db::executor::planning::route::contracts::execution	crates/icydb-core/src/db/executor/planning/route/contracts/execution/mod.rs	150	4	11	2.75	1	1	1	1	5
db::executor::planning::route::contracts::execution::observability	crates/icydb-core/src/db/executor/planning/route/contracts/execution/observability.rs	71	2	3	1.50	0	0	1	1	2
db::executor::planning::route::contracts::execution::plan	crates/icydb-core/src/db/executor/planning/route/contracts/execution/plan.rs	218	2	6	3.00	1	1	2	1	3
db::executor::planning::route::contracts	crates/icydb-core/src/db/executor/planning/route/contracts/mod.rs	21	0	0	0.00	0	0	0	0	0
db::executor::planning::route::contracts::shape	crates/icydb-core/src/db/executor/planning/route/contracts/shape.rs	124	0	0	0.00	0	0	0	2	0
db::executor::planning::route::fast_path	crates/icydb-core/src/db/executor/planning/route/fast_path.rs	85	0	0	0.00	0	0	0	2	0
db::executor::planning::route::guard	crates/icydb-core/src/db/executor/planning/route/guard.rs	86	0	0	0.00	0	0	0	1	0
db::executor::planning::route::hints::aggregate	crates/icydb-core/src/db/executor/planning/route/hints/aggregate.rs	101	2	6	3.00	2	2	1	1	4
db::executor::planning::route::hints::load	crates/icydb-core/src/db/executor/planning/route/hints/load.rs	117	0	0	0.00	5	5	1	1	5
db::executor::planning::route::hints	crates/icydb-core/src/db/executor/planning/route/hints/mod.rs	10	0	0	0.00	0	0	0	0	0
db::executor::planning::route	crates/icydb-core/src/db/executor/planning/route/mod.rs	67	0	0	0.00	0	0	0	0	0
db::executor::planning::route::mode	crates/icydb-core/src/db/executor/planning/route/mode.rs	63	1	3	3.00	4	4	2	1	5
db::executor::planning::route::planner::entrypoints	crates/icydb-core/src/db/executor/planning/route/planner/entrypoints.rs	229	0	0	0.00	3	3	1	2	3
db::executor::planning::route::planner::execution	crates/icydb-core/src/db/executor/planning/route/planner/execution/mod.rs	79	2	7	3.50	0	0	1	1	2
db::executor::planning::route::planner::execution::shape_aggregate_count	crates/icydb-core/src/db/executor/planning/route/planner/execution/shape_aggregate_count.rs	60	2	4	2.00	0	0	1	1	2
db::executor::planning::route::planner::execution::shape_aggregate_grouped	crates/icydb-core/src/db/executor/planning/route/planner/execution/shape_aggregate_grouped.rs	26	0	0	0.00	1	1	1	1	1
db::executor::planning::route::planner::execution::shape_aggregate_non_count	crates/icydb-core/src/db/executor/planning/route/planner/execution/shape_aggregate_non_count.rs	56	1	2	2.00	0	0	1	1	1
db::executor::planning::route::planner::execution::shape_load	crates/icydb-core/src/db/executor/planning/route/planner/execution/shape_load.rs	30	0	0	0.00	1	1	1	1	1
db::executor::planning::route::planner::feasibility::gates	crates/icydb-core/src/db/executor/planning/route/planner/feasibility/gates.rs	75	0	0	0.00	0	0	0	1	0
db::executor::planning::route::planner::feasibility	crates/icydb-core/src/db/executor/planning/route/planner/feasibility/mod.rs	324	0	0	0.00	0	0	0	1	0
db::executor::planning::route::planner::intent	crates/icydb-core/src/db/executor/planning/route/planner/intent.rs	83	2	7	3.50	1	1	2	1	3
db::executor::planning::route::planner	crates/icydb-core/src/db/executor/planning/route/planner/mod.rs	17	0	0	0.00	0	0	0	0	0
db::executor::planning::route::planner::stages	crates/icydb-core/src/db/executor/planning/route/planner/stages.rs	68	0	0	0.00	0	0	0	1	0
db::executor::planning::route::pushdown	crates/icydb-core/src/db/executor/planning/route/pushdown.rs	58	0	0	0.00	0	0	0	1	0
db::executor::planning::route::semantics	crates/icydb-core/src/db/executor/planning/route/semantics.rs	28	0	0	0.00	0	0	0	1	0
db::executor::planning::route::terminal	crates/icydb-core/src/db/executor/planning/route/terminal.rs	105	1	2	2.00	1	1	1	1	2
db::executor::prepared_execution_plan	crates/icydb-core/src/db/executor/prepared_execution_plan.rs	647	7	17	2.43	11	11	1	3	18
db::executor::projection::eval	crates/icydb-core/src/db/executor/projection/eval/mod.rs	65	0	0	0.00	0	0	0	2	0
db::executor::projection::eval::operators::binary::comparison	crates/icydb-core/src/db/executor/projection/eval/operators/binary/comparison.rs	37	1	2	2.00	3	2	1	2	3
db::executor::projection::eval::operators::binary	crates/icydb-core/src/db/executor/projection/eval/operators/binary/mod.rs	78	4	12	3.00	1	1	1	2	5
db::executor::projection::eval::operators	crates/icydb-core/src/db/executor/projection/eval/operators/mod.rs	8	0	0	0.00	0	0	0	0	0
db::executor::projection::eval::operators::unary	crates/icydb-core/src/db/executor/projection/eval/operators/unary.rs	28	2	2	1.00	1	1	1	2	3
db::executor::projection::eval::scalar	crates/icydb-core/src/db/executor/projection/eval/scalar.rs	179	2	5	2.50	2	2	1	3	4
db::executor::projection::grouped	crates/icydb-core/src/db/executor/projection/grouped.rs	227	3	12	4.00	2	2	1	2	5
db::executor::projection::materialize	crates/icydb-core/src/db/executor/projection/materialize/mod.rs	220	1	1	1.00	2	2	1	5	3
db::executor::projection	crates/icydb-core/src/db/executor/projection/mod.rs	26	0	0	0.00	0	0	0	0	0
db::executor::runtime_context	crates/icydb-core/src/db/executor/runtime_context/mod.rs	495	7	14	2.00	10	10	2	5	17
db::executor::scan::fast_stream	crates/icydb-core/src/db/executor/scan/fast_stream/mod.rs	33	0	0	0.00	0	0	0	2	0
db::executor::scan::fast_stream_route::handlers	crates/icydb-core/src/db/executor/scan/fast_stream_route/handlers.rs	32	0	0	0.00	0	0	0	2	0
db::executor::scan::fast_stream_route	crates/icydb-core/src/db/executor/scan/fast_stream_route/mod.rs	99	1	4	4.00	0	0	1	2	1
db::executor::scan::index_range_limit	crates/icydb-core/src/db/executor/scan/index_range_limit.rs	49	0	0	0.00	0	0	0	2	0
db::executor::scan	crates/icydb-core/src/db/executor/scan/mod.rs	7	0	0	0.00	0	0	0	0	0
db::executor::scan::secondary_index	crates/icydb-core/src/db/executor/scan/secondary_index.rs	57	0	0	0.00	1	1	1	2	1
db::executor::stream::access::bindings	crates/icydb-core/src/db/executor/stream/access/bindings.rs	219	0	0	0.00	2	2	1	2	2
db::executor::stream::access	crates/icydb-core/src/db/executor/stream/access/mod.rs	10	0	0	0.00	0	0	0	0	0
db::executor::stream::access::physical	crates/icydb-core/src/db/executor/stream/access/physical.rs	297	2	10	5.00	9	9	2	3	11
db::executor::stream::access::scan	crates/icydb-core/src/db/executor/stream/access/scan.rs	156	2	4	2.00	3	3	2	4	5
db::executor::stream::access::traversal	crates/icydb-core/src/db/executor/stream/access/traversal.rs	245	1	3	3.00	7	7	2	2	8
db::executor::stream::key::composite	crates/icydb-core/src/db/executor/stream/key/composite.rs	316	2	6	3.00	13	13	3	3	15
db::executor::stream::key::contracts	crates/icydb-core/src/db/executor/stream/key/contracts.rs	269	5	19	3.80	1	1	1	2	6
db::executor::stream::key::distinct	crates/icydb-core/src/db/executor/stream/key/distinct.rs	65	0	0	0.00	4	4	3	2	4
db::executor::stream::key	crates/icydb-core/src/db/executor/stream/key/mod.rs	15	0	0	0.00	0	0	0	0	0
db::executor::stream::key::order	crates/icydb-core/src/db/executor/stream/key/order.rs	44	3	6	2.00	0	0	1	1	3
db::executor::stream	crates/icydb-core/src/db/executor/stream/mod.rs	2	0	0	0.00	0	0	0	0	0
